EmployeeID,Name,Department,JobRole,Age,Gender,Education,EducationField,MaritalStatus,HireDate,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrentManager,MonthlyIncome,PerformanceRating,JobSatisfaction,Attrition,OverTime,TrainingTimesLastYear
1018,Employee_1018,Marketing,Consultant,33,Male,PhD,Human Resources,Divorced,2007-09-28,22,4,4,6,6944,4,2,No,Yes,2
1019,Employee_1019,Marketing,Executive,28,Male,PhD,Technical Degree,Divorced,2020-03-30,7,11,9,10,6085,2,1,No,Yes,8
1020,Employee_1020,HR,Consultant,44,Female,Bachelors,Human Resources,Single,2006-10-23,0,13,5,10,14570,5,2,Yes,No,9
1021,Employee_1021,Sales,Analyst,48,Female,PhD,Other,Divorced,2017-03-06,12,9,6,8,3361,4,3,No,No,2
1022,Employee_1022,Finance,Manager,57,Other,Bachelors,Technical Degree,Divorced,2014-07-05,6,2,0,3,10729,4,2,Yes,Yes,9
1023,Employee_1023,Finance,Developer,47,Male,PhD,Technical Degree,Single,2015-05-09,8,3,4,8,16854,2,4,No,Yes,5
1024,Employee_1024,Finance,Developer,56,Female,Bachelors,Medical,Married,2005-08-10,3,13,7,2,13963,2,1,No,No,9
1025,Employee_1025,Marketing,Team Lead,29,Male,PhD,Technical Degree,Married,2015-03-21,1,9,2,14,12109,2,3,No,Yes,9
1026,Employee_1026,IT,Manager,35,Other,High School,Human Resources,Single,2001-06-25,16,2,1,2,3050,1,1,No,No,6
1027,Employee_1027,Finance,Team Lead,25,Female,Masters,Technical Degree,Married,2011-02-04,7,8,1,4,9594,1,3,No,No,5
1028,Employee_1028,Operations,Consultant,48,Other,PhD,Marketing,Married,2004-03-31,8,13,3,9,15301,5,4,No,Yes,7
1029,Employee_1029,Marketing,Consultant,35,Male,Bachelors,Medical,Married,2011-09-03,10,2,6,2,11040,4,3,No,No,5
1030,Employee_1030,Operations,Manager,56,Male,High School,Human Resources,Married,2017-11-06,11,14,1,8,19266,2,4,Yes,Yes,2
1031,Employee_1031,Operations,Manager,38,Female,High School,Life Sciences,Divorced,2007-10-12,18,11,5,13,10404,1,1,No,No,1
1032,Employee_1032,Finance,Developer,42,Female,Masters,Other,Married,2001-04-07,23,4,6,0,11077,5,1,No,No,2
1033,Employee_1033,HR,Manager,25,Other,High School,Technical Degree,Divorced,2003-09-13,13,5,8,14,16803,4,2,No,Yes,1
1034,Employee_1034,Marketing,Manager,42,Female,Masters,Human Resources,Divorced,2005-12-04,14,7,6,5,3364,2,3,No,Yes,3
1035,Employee_1035,Sales,Executive,37,Male,PhD,Marketing,Married,2009-08-28,14,9,0,6,16175,1,4,Yes,No,4
1036,Employee_1036,Marketing,Manager,42,Female,PhD,Technical Degree,Single,2014-09-23,7,5,7,0,7684,1,1,No,No,2
1037,Employee_1037,Operations,Developer,41,Male,PhD,Marketing,Divorced,2001-04-27,0,5,2,4,14282,4,4,No,No,0
1038,Employee_1038,HR,Developer,43,Female,Bachelors,Technical Degree,Single,2009-10-29,23,5,6,8,10245,1,1,No,Yes,0
1039,Employee_1039,Sales,Developer,48,Other,PhD,Technical Degree,Married,2005-01-20,1,0,5,13,10465,4,2,Yes,No,1
1040,Employee_1040,Finance,Analyst,48,Other,Masters,Other,Married,2013-03-01,1,9,2,11,14018,2,4,No,Yes,7
1041,Employee_1041,Marketing,Team Lead,37,Male,PhD,Other,Single,2019-09-25,19,10,1,5,16941,4,4,No,No,6
1042,Employee_1042,HR,Manager,39,Other,High School,Life Sciences,Divorced,2001-11-11,22,5,3,3,5479,2,3,No,No,6
1043,Employee_1043,Sales,Analyst,33,Female,Masters,Life Sciences,Divorced,2013-07-24,17,0,0,12,5912,3,1,No,No,1
1044,Employee_1044,Operations,Developer,54,Male,PhD,Marketing,Divorced,2010-09-04,20,12,9,3,15972,1,4,No,No,2
1045,Employee_1045,IT,Developer,53,Female,Bachelors,Medical,Divorced,2015-02-06,3,1,9,13,16424,3,2,No,Yes,0
1046,Employee_1046,Marketing,Developer,36,Male,Masters,Other,Married,2009-02-23,21,7,6,12,11776,4,2,Yes,No,6
1047,Employee_1047,Operations,Manager,50,Male,Masters,Technical Degree,Divorced,2007-08-13,2,7,2,4,4627,2,3,No,Yes,5
1048,Employee_1048,Marketing,Analyst,23,Male,Masters,Life Sciences,Married,2020-10-26,24,1,1,4,18486,1,4,Yes,Yes,0
1049,Employee_1049,Operations,Analyst,47,Other,Bachelors,Medical,Divorced,2006-01-14,16,11,4,13,6790,5,4,No,No,4
1050,Employee_1050,Finance,Executive,40,Other,PhD,Marketing,Married,2011-01-09,23,14,6,5,6034,1,2,No,No,1
1051,Employee_1051,IT,Team Lead,52,Other,High School,Other,Divorced,2011-01-13,5,2,0,11,10302,5,4,No,No,5
1052,Employee_1052,Finance,Developer,41,Male,High School,Human Resources,Single,2000-08-10,3,5,0,14,18997,1,2,No,No,2
1053,Employee_1053,IT,Consultant,25,Other,Bachelors,Other,Divorced,2018-08-15,8,3,9,13,10119,2,3,No,Yes,1
1054,Employee_1054,Sales,Executive,22,Other,High School,Other,Divorced,2018-01-20,0,8,7,2,12823,4,2,No,No,2
1055,Employee_1055,Sales,Manager,42,Male,Masters,Life Sciences,Single,2010-07-22,24,6,4,14,9734,2,1,No,No,9
1056,Employee_1056,Operations,Executive,27,Other,Masters,Technical Degree,Married,2007-12-09,1,9,7,3,14065,1,1,No,Yes,1
1057,Employee_1057,Marketing,Developer,30,Male,High School,Life Sciences,Divorced,2002-11-30,12,8,2,4,13289,5,2,Yes,Yes,2
1058,Employee_1058,Marketing,Executive,21,Other,Masters,Technical Degree,Single,2011-06-13,21,12,1,1,10837,2,2,No,Yes,4
1059,Employee_1059,Operations,Developer,36,Male,Bachelors,Other,Divorced,2014-10-01,7,6,6,11,12085,2,2,No,Yes,7
1060,Employee_1060,Sales,Executive,48,Male,Masters,Other,Married,2001-02-20,15,12,5,9,5374,5,2,No,Yes,8
1061,Employee_1061,IT,Developer,40,Male,Bachelors,Life Sciences,Divorced,2006-01-08,17,5,3,3,5512,3,3,No,Yes,4
1062,Employee_1062,Finance,Analyst,46,Other,PhD,Marketing,Married,2017-03-29,14,13,6,6,18696,1,1,No,No,5
1063,Employee_1063,Sales,Executive,35,Male,Masters,Marketing,Married,2016-09-30,4,3,8,12,15032,2,1,No,No,1
1064,Employee_1064,Sales,Analyst,50,Male,PhD,Marketing,Single,2014-10-09,9,7,8,3,8880,2,3,No,No,1
1065,Employee_1065,HR,Team Lead,32,Female,High School,Marketing,Divorced,2015-12-27,9,11,2,7,10466,1,4,No,No,0
1066,Employee_1066,Marketing,Team Lead,22,Female,High School,Marketing,Divorced,2003-06-17,13,11,0,0,6796,5,3,No,Yes,8
1067,Employee_1067,IT,Team Lead,30,Male,Masters,Technical Degree,Single,2017-08-08,19,5,3,8,19508,1,1,No,Yes,7
1068,Employee_1068,Finance,Executive,47,Male,Bachelors,Technical Degree,Married,2006-12-05,20,9,9,4,9467,4,3,No,No,1
1069,Employee_1069,HR,Team Lead,41,Other,Bachelors,Human Resources,Single,2001-10-17,12,4,0,10,11900,4,2,No,Yes,1
1070,Employee_1070,HR,Analyst,36,Other,Bachelors,Other,Single,2013-02-04,15,12,6,1,12620,2,4,No,No,0
1071,Employee_1071,Operations,Analyst,57,Male,Bachelors,Marketing,Single,2020-09-12,19,5,1,5,15051,4,2,No,Yes,6
1072,Employee_1072,Sales,Consultant,42,Other,Bachelors,Medical,Married,2018-09-20,18,11,7,3,4427,1,3,Yes,No,9
1073,Employee_1073,Marketing,Consultant,59,Other,Bachelors,Technical Degree,Married,2006-09-16,3,12,4,12,3292,2,4,No,No,8
1074,Employee_1074,Sales,Consultant,42,Male,Bachelors,Technical Degree,Divorced,2020-01-25,4,5,9,7,13207,4,4,No,No,4
1075,Employee_1075,HR,Team Lead,37,Other,High School,Human Resources,Single,2001-08-22,0,1,0,7,5544,5,4,No,No,6
1076,Employee_1076,HR,Team Lead,37,Female,PhD,Technical Degree,Single,2017-03-19,3,2,1,9,4246,4,4,Yes,No,0
1077,Employee_1077,Finance,Manager,46,Other,PhD,Life Sciences,Divorced,2022-07-06,10,9,3,6,14985,5,4,No,No,2
1078,Employee_1078,Sales,Manager,57,Other,High School,Other,Married,2013-06-20,24,8,2,11,15500,4,1,No,No,2
1079,Employee_1079,Sales,Executive,58,Male,High School,Technical Degree,Married,2004-09-30,23,7,4,11,16402,5,2,No,No,9
1080,Employee_1080,IT,Manager,58,Other,High School,Life Sciences,Divorced,2019-01-16,4,7,3,2,7121,1,2,No,No,3
1081,Employee_1081,Finance,Analyst,23,Female,Masters,Human Resources,Divorced,2001-03-25,18,0,1,9,10357,1,4,No,Yes,0
1082,Employee_1082,Marketing,Analyst,29,Male,Bachelors,Life Sciences,Divorced,2018-07-16,1,11,8,3,4081,3,2,No,No,4
1083,Employee_1083,Sales,Executive,21,Female,PhD,Other,Divorced,2010-07-30,7,8,6,2,6102,1,1,No,No,8
1084,Employee_1084,Sales,Executive,39,Other,High School,Medical,Single,2014-09-17,12,3,4,0,4127,4,2,No,No,8
1085,Employee_1085,Marketing,Developer,34,Male,Bachelors,Technical Degree,Married,2012-04-18,23,13,3,6,17019,2,2,No,No,5
1086,Employee_1086,Finance,Manager,58,Male,Bachelors,Medical,Single,2017-02-19,20,10,9,10,18652,5,1,No,No,6
1087,Employee_1087,Sales,Developer,22,Male,Bachelors,Marketing,Married,2010-02-15,6,14,4,9,13950,1,2,No,No,9
1088,Employee_1088,Marketing,Team Lead,27,Female,Bachelors,Human Resources,Married,2006-04-04,16,1,1,7,18415,2,2,No,Yes,4
1089,Employee_1089,IT,Consultant,58,Male,Masters,Human Resources,Married,2002-04-10,21,6,7,14,6311,5,3,No,Yes,7
1090,Employee_1090,Sales,Consultant,48,Other,PhD,Technical Degree,Divorced,2022-08-22,10,5,1,10,13026,5,2,Yes,Yes,0
1091,Employee_1091,Marketing,Analyst,30,Male,Bachelors,Other,Married,2011-05-21,8,13,7,7,14452,5,4,Yes,Yes,0
1092,Employee_1092,HR,Executive,45,Male,High School,Technical Degree,Married,2020-02-05,10,12,4,7,11183,1,4,No,No,7
1093,Employee_1093,Sales,Team Lead,42,Other,High School,Human Resources,Divorced,2001-12-27,6,8,3,14,10889,5,1,No,Yes,4
1094,Employee_1094,IT,Developer,31,Male,Masters,Technical Degree,Divorced,2010-12-30,4,10,6,0,6184,3,1,Yes,No,3
1095,Employee_1095,Marketing,Team Lead,58,Male,Masters,Life Sciences,Single,2014-10-14,5,1,0,0,17728,1,4,No,No,9
1096,Employee_1096,Marketing,Team Lead,30,Female,PhD,Other,Divorced,2006-03-20,22,5,6,9,11186,2,4,No,Yes,6
1097,Employee_1097,Sales,Executive,38,Other,Bachelors,Other,Single,2014-10-20,12,10,9,4,4757,3,4,No,Yes,2
1098,Employee_1098,HR,Manager,25,Other,Masters,Life Sciences,Divorced,2005-10-06,21,7,4,10,7892,3,3,No,No,8
1099,Employee_1099,Marketing,Executive,31,Male,Masters,Other,Single,2014-09-26,4,5,5,9,11330,1,4,Yes,No,6
1100,Employee_1100,Marketing,Executive,47,Female,High School,Life Sciences,Married,2014-12-19,11,7,4,11,10566,5,1,Yes,No,0
1101,Employee_1101,HR,Manager,47,Female,Masters,Human Resources,Divorced,2003-03-19,12,13,6,2,16950,3,3,No,No,1
1102,Employee_1102,IT,Manager,56,Female,High School,Human Resources,Single,2011-03-23,17,1,0,0,8122,4,1,No,No,4
1103,Employee_1103,Sales,Executive,33,Female,PhD,Other,Married,2016-09-19,11,8,1,10,4675,2,3,No,No,1
1104,Employee_1104,Operations,Manager,48,Female,PhD,Medical,Married,2019-07-15,2,11,5,1,18673,4,3,No,Yes,1
1105,Employee_1105,Sales,Analyst,22,Other,High School,Marketing,Single,2013-03-01,15,5,6,7,5829,1,1,No,No,5
1106,Employee_1106,Sales,Team Lead,27,Male,High School,Technical Degree,Married,2011-06-19,3,6,7,12,5832,3,3,No,No,5
1107,Employee_1107,Finance,Team Lead,52,Other,PhD,Human Resources,Single,2010-03-10,20,1,3,4,16153,5,3,No,Yes,9
1108,Employee_1108,Sales,Developer,26,Other,Bachelors,Medical,Married,2004-02-28,16,9,2,13,10587,5,2,No,Yes,8
1109,Employee_1109,Operations,Executive,39,Other,High School,Marketing,Married,2000-06-24,9,7,8,3,13008,3,4,Yes,Yes,5
1110,Employee_1110,HR,Team Lead,35,Female,Masters,Life Sciences,Divorced,2016-03-24,12,10,1,1,17581,3,3,Yes,No,1
1111,Employee_1111,Sales,Team Lead,43,Female,PhD,Technical Degree,Married,2006-02-06,22,8,9,7,5984,5,3,Yes,No,0
1112,Employee_1112,Operations,Team Lead,44,Other,Masters,Human Resources,Married,2010-06-27,23,2,0,5,4247,2,1,Yes,No,5
1113,Employee_1113,IT,Manager,48,Other,PhD,Medical,Divorced,2016-12-27,22,14,5,10,13538,1,1,Yes,Yes,4
1114,Employee_1114,Finance,Manager,44,Male,High School,Life Sciences,Divorced,2021-10-13,4,13,2,7,13185,2,2,Yes,Yes,7
1115,Employee_1115,HR,Team Lead,42,Female,High School,Marketing,Divorced,2004-01-19,16,3,6,0,12272,5,1,Yes,No,4
1116,Employee_1116,HR,Analyst,26,Male,High School,Other,Married,2004-04-11,8,14,7,10,13913,1,4,No,Yes,7
1117,Employee_1117,IT,Manager,24,Male,High School,Medical,Divorced,2008-08-15,1,12,1,14,6710,1,2,Yes,Yes,1
1118,Employee_1118,Sales,Team Lead,54,Female,High School,Marketing,Single,2015-10-12,15,10,6,2,10328,5,4,No,No,5
1119,Employee_1119,Operations,Developer,59,Male,PhD,Other,Married,2000-04-19,16,5,9,0,16624,5,4,No,No,5
1120,Employee_1120,Finance,Team Lead,47,Female,Masters,Human Resources,Single,2012-12-21,1,13,4,3,18352,3,3,No,No,5
1121,Employee_1121,Operations,Consultant,42,Male,Bachelors,Other,Single,2007-06-29,3,14,4,13,17235,3,4,No,Yes,6
1122,Employee_1122,Finance,Consultant,36,Male,PhD,Medical,Single,2004-12-24,13,12,4,4,3999,3,2,Yes,No,9
1123,Employee_1123,Finance,Executive,52,Female,High School,Technical Degree,Married,2018-07-02,1,2,4,14,17465,5,2,No,Yes,1
1124,Employee_1124,HR,Team Lead,25,Other,High School,Life Sciences,Married,2018-07-18,15,9,9,5,11866,2,3,No,No,4
1125,Employee_1125,IT,Executive,53,Other,Bachelors,Medical,Single,2007-12-08,5,11,4,12,7556,1,1,Yes,No,6
1126,Employee_1126,HR,Developer,55,Other,High School,Human Resources,Married,2012-01-26,23,6,6,5,6138,2,4,Yes,No,2
1127,Employee_1127,Sales,Developer,25,Other,Masters,Human Resources,Married,2011-08-07,8,7,7,6,4350,4,4,No,No,4
1128,Employee_1128,Marketing,Analyst,43,Female,Masters,Marketing,Single,2014-09-13,23,4,3,5,5493,2,3,No,No,5
1129,Employee_1129,Finance,Team Lead,57,Male,Bachelors,Marketing,Married,2005-07-06,13,4,6,2,17682,4,1,Yes,No,9
1130,Employee_1130,Finance,Manager,52,Female,High School,Technical Degree,Divorced,2014-06-12,12,2,8,13,16973,4,2,No,No,2
1131,Employee_1131,Finance,Analyst,34,Female,High School,Human Resources,Married,2010-12-24,10,3,1,14,4089,1,3,No,No,7
1132,Employee_1132,HR,Consultant,53,Female,Masters,Human Resources,Married,2005-10-04,7,2,8,1,11239,1,2,No,No,6
1133,Employee_1133,Finance,Analyst,25,Male,Masters,Human Resources,Single,2022-10-28,24,12,5,12,10607,4,3,Yes,No,9
1134,Employee_1134,Finance,Executive,55,Other,High School,Life Sciences,Married,2003-06-09,23,11,8,14,13659,5,1,No,No,0
1135,Employee_1135,Marketing,Analyst,58,Female,High School,Life Sciences,Single,2010-11-01,1,7,6,7,8655,4,4,No,Yes,4
1136,Employee_1136,IT,Consultant,42,Female,High School,Human Resources,Divorced,2009-12-17,22,2,4,5,6743,3,4,Yes,No,2
1137,Employee_1137,Sales,Consultant,26,Male,High School,Life Sciences,Divorced,2005-07-27,18,1,4,11,8973,1,3,No,No,8
1138,Employee_1138,Operations,Analyst,54,Male,High School,Human Resources,Single,2009-11-27,0,5,0,11,9597,2,3,No,No,3
1139,Employee_1139,HR,Analyst,24,Female,Masters,Marketing,Single,2004-01-23,14,7,2,0,4010,1,1,Yes,No,1
1140,Employee_1140,Sales,Consultant,22,Male,PhD,Marketing,Single,2008-11-04,8,11,5,9,18958,5,4,No,No,4
1141,Employee_1141,IT,Executive,29,Female,Masters,Life Sciences,Divorced,2002-01-17,23,14,1,12,3461,3,2,No,Yes,0
1142,Employee_1142,Sales,Developer,50,Female,Masters,Marketing,Divorced,2003-09-01,13,9,5,9,7150,5,3,No,Yes,0
1143,Employee_1143,HR,Analyst,57,Female,PhD,Other,Single,2022-10-05,21,7,4,12,17708,2,4,No,Yes,6
1144,Employee_1144,Marketing,Developer,39,Male,Masters,Marketing,Single,2021-07-16,15,5,0,8,15202,1,2,No,No,3
1145,Employee_1145,Sales,Developer,29,Other,Bachelors,Technical Degree,Single,2005-03-23,1,11,2,1,17397,2,1,No,No,5
1146,Employee_1146,IT,Consultant,25,Female,Masters,Technical Degree,Married,2015-11-24,10,13,0,9,9805,3,2,No,No,3
1147,Employee_1147,HR,Consultant,36,Female,PhD,Human Resources,Married,2013-12-29,0,14,6,12,9635,2,4,No,Yes,6
1148,Employee_1148,IT,Consultant,46,Female,High School,Medical,Married,2001-07-28,21,5,6,10,18384,4,2,Yes,No,8
1149,Employee_1149,Operations,Consultant,27,Female,Masters,Medical,Married,2015-01-06,20,5,0,4,8564,3,1,Yes,No,8
1150,Employee_1150,Sales,Executive,22,Female,Masters,Technical Degree,Married,2003-05-13,1,4,7,1,8797,5,4,No,No,3
1151,Employee_1151,HR,Developer,34,Other,PhD,Other,Married,2019-07-12,16,3,6,8,10252,5,3,No,Yes,3
1152,Employee_1152,Sales,Consultant,51,Female,Masters,Human Resources,Single,2006-10-30,12,1,2,8,16776,2,4,No,No,2
1153,Employee_1153,Operations,Executive,42,Male,Bachelors,Technical Degree,Divorced,2000-11-02,2,13,1,2,14872,3,2,No,No,2
1154,Employee_1154,Finance,Analyst,53,Other,Masters,Marketing,Married,2014-09-27,20,10,8,10,13681,2,2,No,No,4
1155,Employee_1155,HR,Manager,51,Female,Masters,Human Resources,Married,2013-05-21,8,13,6,1,17569,4,1,No,No,3
1156,Employee_1156,Operations,Executive,39,Other,High School,Other,Single,2013-10-24,7,14,5,10,5001,3,3,No,No,0
1157,Employee_1157,Sales,Consultant,26,Female,High School,Human Resources,Divorced,2008-11-29,13,4,4,7,16104,1,4,No,Yes,4
1158,Employee_1158,HR,Manager,30,Other,PhD,Medical,Married,2014-01-04,8,1,4,8,10108,5,2,Yes,No,5
1159,Employee_1159,Marketing,Analyst,32,Female,High School,Medical,Divorced,2022-01-08,20,8,2,1,12047,2,3,No,Yes,1
1160,Employee_1160,Operations,Manager,46,Male,High School,Medical,Single,2008-08-02,3,3,4,13,8172,4,2,No,No,0
1161,Employee_1161,Finance,Team Lead,24,Female,Bachelors,Life Sciences,Married,2020-02-03,2,0,7,13,17217,5,3,Yes,No,4
1162,Employee_1162,IT,Team Lead,25,Other,Masters,Marketing,Divorced,2012-06-09,18,9,1,10,9401,3,3,No,Yes,6
1163,Employee_1163,Sales,Consultant,50,Male,Bachelors,Marketing,Divorced,2016-02-04,10,0,2,8,10711,5,4,No,No,8
1164,Employee_1164,IT,Analyst,44,Other,Masters,Marketing,Married,2015-12-12,3,9,2,2,10616,5,4,No,No,0
1165,Employee_1165,Sales,Developer,59,Other,High School,Marketing,Single,2009-06-20,4,4,5,0,6729,1,2,No,No,2
1166,Employee_1166,HR,Developer,55,Female,Masters,Other,Divorced,2022-09-01,13,10,0,5,6855,1,1,Yes,No,5
1167,Employee_1167,IT,Executive,25,Male,Masters,Marketing,Married,2020-06-22,14,7,4,1,9564,4,2,No,No,9
1168,Employee_1168,Finance,Consultant,25,Female,Masters,Other,Married,2012-02-19,15,10,8,0,5741,4,2,No,No,5
1169,Employee_1169,Sales,Team Lead,28,Other,Bachelors,Marketing,Divorced,2009-04-09,22,6,0,13,16650,2,3,No,Yes,6
1170,Employee_1170,IT,Executive,55,Male,High School,Life Sciences,Divorced,2006-11-20,11,11,5,3,19626,1,3,No,No,1
1171,Employee_1171,Sales,Analyst,21,Female,PhD,Human Resources,Divorced,2016-05-31,24,6,6,12,7327,3,4,No,No,7
1172,Employee_1172,Marketing,Manager,22,Other,High School,Medical,Married,2013-10-24,19,4,0,14,8202,2,2,No,Yes,2
1173,Employee_1173,Marketing,Consultant,27,Male,Bachelors,Medical,Married,2006-06-12,20,8,5,8,5068,3,3,No,Yes,1
1174,Employee_1174,IT,Consultant,35,Female,Bachelors,Medical,Single,2002-08-23,20,4,3,7,3566,1,1,No,Yes,4
1175,Employee_1175,Marketing,Team Lead,34,Male,Bachelors,Other,Divorced,2020-05-25,13,0,3,11,16203,3,2,No,Yes,8
1176,Employee_1176,Finance,Developer,33,Male,PhD,Marketing,Single,2000-05-12,3,4,5,2,16689,3,4,No,Yes,9
1177,Employee_1177,IT,Executive,49,Female,PhD,Medical,Single,2005-05-09,2,13,9,13,14217,1,1,No,No,8
1178,Employee_1178,HR,Manager,22,Other,PhD,Other,Single,2013-08-09,6,10,9,7,3534,1,3,No,No,3
1179,Employee_1179,IT,Developer,27,Female,High School,Life Sciences,Divorced,2004-04-28,4,14,7,5,4021,5,3,No,No,2
1180,Employee_1180,HR,Developer,30,Female,High School,Marketing,Single,2005-11-13,17,13,2,4,5545,3,1,No,No,3
1181,Employee_1181,Marketing,Consultant,40,Male,High School,Marketing,Single,2019-09-11,24,14,6,0,18279,2,2,No,No,4
1182,Employee_1182,IT,Analyst,45,Female,Bachelors,Life Sciences,Married,2019-10-24,16,11,9,8,10340,4,2,No,No,6
1183,Employee_1183,Finance,Developer,46,Male,PhD,Human Resources,Divorced,2004-03-25,11,2,3,1,17780,5,4,No,No,7
1184,Employee_1184,Marketing,Developer,26,Other,PhD,Life Sciences,Married,2008-08-12,3,2,2,8,19191,4,4,No,No,6
1185,Employee_1185,Operations,Developer,24,Male,Bachelors,Life Sciences,Single,2020-08-03,10,13,2,4,10676,2,4,No,Yes,1
1186,Employee_1186,Marketing,Manager,28,Female,High School,Life Sciences,Married,2012-10-08,13,4,5,2,15202,2,1,No,No,7
1187,Employee_1187,Marketing,Manager,33,Female,Masters,Human Resources,Single,2012-02-18,6,0,9,9,11555,1,1,No,No,9
1188,Employee_1188,HR,Developer,57,Female,Masters,Other,Married,2017-12-28,7,12,7,12,9823,3,2,No,No,6
1189,Employee_1189,HR,Consultant,28,Other,High School,Medical,Divorced,2016-10-28,9,7,0,6,13350,1,2,Yes,Yes,4
1190,Employee_1190,Finance,Analyst,49,Female,PhD,Life Sciences,Single,2002-06-16,10,8,3,0,8070,3,4,No,Yes,5
1191,Employee_1191,HR,Developer,47,Female,Masters,Marketing,Divorced,2002-05-13,5,14,0,13,3917,5,3,No,No,3
1192,Employee_1192,Operations,Team Lead,29,Male,Bachelors,Medical,Divorced,2002-08-17,22,9,7,4,6728,1,3,No,No,2
1193,Employee_1193,Sales,Team Lead,34,Female,PhD,Medical,Single,2022-04-29,8,3,4,4,3297,1,2,No,No,5
1194,Employee_1194,Sales,Executive,31,Male,High School,Other,Divorced,2019-01-23,5,0,2,13,15806,2,4,No,No,3
1195,Employee_1195,IT,Team Lead,45,Other,Bachelors,Technical Degree,Single,2008-01-30,6,1,7,10,15531,3,4,No,No,3
1196,Employee_1196,Operations,Executive,43,Female,Masters,Life Sciences,Single,2003-06-01,17,11,8,13,16491,2,1,No,No,5
1197,Employee_1197,Operations,Executive,30,Other,High School,Medical,Married,2013-05-17,6,6,4,6,13136,1,2,No,No,2
1198,Employee_1198,Operations,Executive,27,Female,PhD,Marketing,Single,2017-09-10,6,0,0,7,8577,3,3,No,No,9
1199,Employee_1199,Marketing,Executive,33,Female,Masters,Human Resources,Married,2014-08-12,13,2,5,13,16105,3,1,Yes,No,9
1200,Employee_1200,Sales,Developer,42,Female,Bachelors,Human Resources,Single,2018-05-06,14,11,4,7,19143,5,1,Yes,No,0
1201,Employee_1201,HR,Consultant,38,Male,High School,Other,Divorced,2018-10-11,17,6,5,0,17972,2,3,Yes,Yes,7
1202,Employee_1202,Finance,Manager,29,Male,PhD,Medical,Married,2019-09-12,20,3,3,3,4337,5,3,No,Yes,9
1203,Employee_1203,HR,Team Lead,42,Male,Bachelors,Human Resources,Single,2003-07-10,3,12,6,5,10837,2,1,No,No,6
1204,Employee_1204,Marketing,Team Lead,29,Female,Bachelors,Technical Degree,Single,2015-01-04,22,13,4,9,5149,2,1,No,Yes,8
1205,Employee_1205,Marketing,Team Lead,34,Female,Bachelors,Human Resources,Divorced,2019-12-17,3,11,6,13,14647,3,1,No,Yes,8
1206,Employee_1206,Sales,Executive,32,Female,Bachelors,Human Resources,Single,2009-06-12,24,12,9,13,9822,3,3,No,Yes,0
1207,Employee_1207,Sales,Analyst,37,Male,High School,Human Resources,Divorced,2005-02-04,8,14,1,10,10940,4,3,No,No,0
1208,Employee_1208,HR,Manager,37,Male,Masters,Marketing,Married,2014-12-04,4,9,2,14,9022,1,1,No,Yes,0
1209,Employee_1209,IT,Analyst,44,Other,PhD,Technical Degree,Divorced,2010-07-03,23,13,0,1,19462,5,2,No,Yes,4
1210,Employee_1210,HR,Analyst,33,Male,PhD,Technical Degree,Single,2017-07-03,18,3,2,6,13321,4,1,No,Yes,5
1211,Employee_1211,Operations,Team Lead,56,Other,Masters,Human Resources,Divorced,2010-12-18,3,0,7,13,10908,5,1,No,No,3
1212,Employee_1212,Sales,Analyst,38,Other,Bachelors,Medical,Divorced,2011-05-08,1,7,4,8,3234,5,1,Yes,Yes,6
1213,Employee_1213,Operations,Developer,50,Male,Bachelors,Other,Divorced,2020-06-11,10,3,8,13,8014,1,4,No,No,9
1214,Employee_1214,IT,Analyst,57,Female,Bachelors,Other,Single,2002-01-13,15,11,0,13,4495,5,4,No,Yes,5
1215,Employee_1215,Operations,Analyst,21,Male,PhD,Marketing,Single,2015-06-03,2,8,4,9,16741,5,3,Yes,Yes,8
1216,Employee_1216,IT,Team Lead,34,Other,Masters,Medical,Divorced,2003-09-09,19,11,1,4,7199,3,1,No,No,0
1217,Employee_1217,Sales,Analyst,30,Female,High School,Life Sciences,Married,2009-03-21,8,4,7,12,9849,3,4,No,Yes,8
1218,Employee_1218,HR,Executive,25,Male,Masters,Marketing,Single,2004-10-01,3,5,1,4,12007,3,1,Yes,No,7
1219,Employee_1219,Finance,Consultant,42,Female,Masters,Other,Married,2004-05-20,0,5,8,14,9009,1,4,No,No,4
1220,Employee_1220,Sales,Manager,49,Other,Bachelors,Human Resources,Single,2015-06-14,14,8,5,11,6757,3,1,No,Yes,5
1221,Employee_1221,HR,Developer,52,Male,Bachelors,Marketing,Divorced,2003-02-12,1,2,9,12,18882,4,4,No,Yes,8
1222,Employee_1222,Finance,Manager,51,Female,PhD,Marketing,Divorced,2018-01-13,6,11,8,4,10361,4,3,No,Yes,8
1223,Employee_1223,Operations,Executive,57,Other,High School,Medical,Divorced,2012-05-07,17,5,1,8,7377,4,2,No,No,3
1224,Employee_1224,Marketing,Analyst,53,Male,Bachelors,Other,Married,2016-01-11,14,11,8,4,12602,1,2,No,No,9
1225,Employee_1225,Marketing,Team Lead,50,Male,PhD,Life Sciences,Married,2003-08-04,15,14,3,14,16713,2,3,No,No,5
1226,Employee_1226,Marketing,Manager,59,Female,PhD,Marketing,Married,2008-10-24,2,12,2,3,18891,2,3,No,Yes,0
1227,Employee_1227,Finance,Analyst,53,Female,PhD,Life Sciences,Divorced,2020-02-07,2,8,3,14,15346,4,4,No,No,8
